9.83568e-23 7.51127e-15 1.80435e-08 6.19769e-05 0.0481828 0.0070115 0.000364419 5.92845e-09 3.01269e-15 8.46319e-23 
1.65432e-15 2.65482e-06 0.112823 0.269075 0.230766 0.503465 0.303719 0.0813313 3.9358e-06 5.92976e-15 
1.29273e-08 0.0147285 0.0700623 0.202804 0.151007 0.185785 0.151907 0.125768 0.888121 2.01843e-08 
0.000513581 0.308961 0.108378 0.063671 0.234394 0.120271 0.150305 0.0418305 0.290502 5.36732e-05 
0.00217912 0.151244 0.133647 0.198694 0.39589 0.133868 0.302049 0.127934 0.17632 0.0175247 
0.158893 0.0516018 0.10057 0.150806 1.13618 0.583116 0.40604 0.153364 0.172235 0.154531 
0.000287292 0.376139 0.451556 0.184794 0.46294 0.133257 0.0516121 0.0601125 0.284043 0.000962819 
8.85953e-09 0.302049 0.137025 0.186338 0.173652 0.0689346 0.138314 0.0411412 0.135473 4.22046e-08 
2.26066e-15 3.15431e-06 0.166892 0.247811 0.0439559 0.278683 0.39846 0.168017 3.0687e-06 4.11795e-15 
8.00078e-23 9.62516e-15 1.72236e-08 0.000146886 0.105575 0.0493067 0.000424636 7.40985e-09 4.94971e-15 1.24202e-22 
