9.83568e-23 7.51127e-15 1.80435e-08 6.19769e-05 0.0481828 0.0070115 0.000364419 5.92845e-09 3.01269e-15 8.46319e-23 
4.06321e-26 1.14919e-14 2.73691e-06 4.14506e-06 3.9169e-08 5.62053e-06 0.00864395 5.95438e-05 2.97584e-10 9.38116e-17 
1.26092e-21 2.84666e-15 1.63624e-05 0.00220594 0.00565099 1.60685e-08 0.000106995 0.00139982 5.25208e-05 4.80085e-11 
3.92589e-13 1.93541e-07 0.000546383 0.00104023 1.82181e-05 0.000246946 0.000108879 0.00109845 0.00162866 2.24696e-08 
2.56892e-07 1.52431e-05 0.000113937 0.0103724 0.0154278 0.0286593 0.0119942 0.0213931 0.0336532 0.00447931 
0.115314 0.0469915 0.0470268 0.0350877 0.456835 0.272842 0.296356 0.129782 0.0333147 0.0198085 
0.000231815 0.159051 0.389772 0.169097 0.183742 0.084591 0.0247155 0.0419525 0.0366885 0.000321823 
6.92692e-09 0.294496 0.0346014 0.0571267 0.120571 0.0539329 0.129262 0.0251402 0.0559523 3.93035e-08 
7.04977e-16 6.16214e-07 0.0244419 0.165659 0.0143216 0.238443 0.0527192 0.147789 9.59785e-07 2.90503e-15 
2.4878e-23 6.88416e-15 1.05751e-08 0.000140505 0.0833128 0.0370434 0.000256019 3.37243e-09 2.47101e-15 4.74615e-23 
