9.83568e-23 5.49108e-22 2.98593e-21 1.59087e-20 8.36551e-20 4.37384e-19 2.28577e-18 1.1948e-17 6.21319e-17 3.1799e-16 1.57973e-15 7.51127e-15 3.37673e-14 1.42139e-13 5.55856e-13 2.00622e-12 6.67152e-12 2.08465e-11 6.58709e-11 2.37533e-10 1.00861e-09 4.46466e-09 1.80435e-08 6.17258e-08 1.72181e-07 3.8721e-07 7.23957e-07 1.28395e-06 2.65987e-06 6.12367e-06 1.18584e-05 1.70488e-05 2.40337e-05 6.19769e-05 0.000203217 0.000462822 0.000700826 0.00157093 0.0057226 0.011832 0.0101797 0.00851737 0.0174556 0.0400757 0.0481828 0.0409858 0.0255371 0.0390837 0.0268026 0.0211648 0.0412723 0.0270044 0.0199064 0.027198 0.0174796 0.0070115 0.00418349 0.00665668 0.0120929 0.0100724 0.00409787 0.00146707 0.000629172 0.000327255 0.000356881 0.000424386 0.000364419 0.000227602 0.000101404 3.41821e-05 1.08934e-05 3.85732e-06 1.34203e-06 4.10134e-07 1.19283e-07 3.91481e-08 1.48953e-08 5.92845e-09 2.36057e-09 9.2999e-10 3.46189e-10 1.15386e-10 3.36186e-11 8.60502e-12 1.97431e-12 4.16286e-13 8.2673e-14 1.58434e-14 3.01269e-15 5.88529e-16 1.22073e-16 2.71247e-17 6.29242e-18 1.46189e-18 3.28767e-19 7.02373e-20 1.41613e-20 2.69758e-21 4.882e-22 8.46319e-23 
5.71939e-22 3.27532e-21 1.81652e-20 9.8029e-20 5.18315e-19 2.70829e-18 1.41075e-17 7.3703e-17 3.86263e-16 2.01584e-15 1.03331e-14 5.1158e-14 2.40736e-13 1.06301e-12 4.36349e-12 1.65175e-11 5.71519e-11 1.80153e-10 5.34267e-10 1.68018e-09 6.52105e-09 2.98443e-08 1.33475e-07 5.12228e-07 1.58206e-06 3.81791e-06 7.2264e-06 1.18023e-05 2.22778e-05 5.45017e-05 0.000117562 0.000169296 0.000190007 0.000407858 0.00166399 0.00472939 0.00612756 0.00612889 0.0196032 0.0588335 0.0586603 0.0448332 0.0819933 0.110759 0.130257 0.14014 0.0562203 0.053925 0.0703408 0.0784763 0.282472 0.127462 0.0971665 0.126468 0.0546724 0.0155174 0.0102057 0.0351697 0.081044 0.0384678 0.0130343 0.0080075 0.00399473 0.0021635 0.00321949 0.00422212 0.00337711 0.00188204 0.000706731 0.000207884 7.05034e-05 2.82013e-05 9.74712e-06 2.81014e-06 8.44368e-07 3.16409e-07 1.30873e-07 5.31185e-08 2.15052e-08 8.59498e-09 3.13821e-09 9.88462e-10 2.66577e-10 6.29326e-11 1.34255e-11 2.66922e-12 5.08092e-13 9.51775e-14 1.81831e-14 3.69389e-15 8.16103e-16 1.91931e-16 4.57225e-17 1.0558e-17 2.30562e-18 4.72051e-19 9.07055e-20 1.64631e-20 2.84936e-21 4.75589e-22 
3.22494e-21 1.90531e-20 1.08485e-19 5.97107e-19 3.19429e-18 1.6743e-17 8.68662e-17 4.50751e-16 2.3558e-15 1.23951e-14 6.49984e-14 3.33736e-13 1.6438e-12 7.62763e-12 3.29272e-11 1.31187e-10 4.78138e-10 1.5711e-09 4.62046e-09 1.28861e-08 4.1571e-08 1.80097e-07 8.76959e-07 3.83815e-06 1.34794e-05 3.59835e-05 7.15989e-05 0.00010997 0.00017373 0.000426208 0.00106922 0.0016111 0.00148055 0.00207927 0.00991447 0.0429823 0.0607709 0.0273074 0.0369082 0.1542 0.186032 0.170031 0.390866 0.424189 0.236187 0.138313 0.107795 0.0996521 0.274966 0.112683 0.208324 0.219353 0.390422 0.252611 0.103067 0.0216415 0.0145582 0.0739558 0.228722 0.0620106 0.0301735 0.0376724 0.017794 0.0113398 0.0253911 0.0380597 0.0264727 0.0123545 0.00359261 0.000992157 0.000436376 0.000196466 6.32595e-05 1.74488e-05 6.07587e-06 2.68923e-06 1.1523e-06 4.67521e-07 1.9526e-07 7.9192e-08 2.77531e-08 8.06233e-09 1.98088e-09 4.29297e-10 8.5559e-11 1.62031e-11 2.99567e-12 5.59199e-13 1.10572e-13 2.4106e-14 5.73427e-15 1.40532e-15 3.3494e-16 7.51125e-17 1.56671e-17 3.0423e-18 5.54121e-19 9.57214e-20 1.58908e-20 2.57091e-21 
1.75108e-20 1.07296e-19 6.31248e-19 3.57016e-18 1.94783e-17 1.03159e-16 5.35337e-16 2.75515e-15 1.42387e-14 7.45114e-14 3.94273e-13 2.0806e-12 1.06984e-11 5.22654e-11 2.37838e-10 9.97732e-10 3.84033e-09 1.33954e-08 4.11491e-08 1.09881e-07 2.86501e-07 1.00321e-06 4.94233e-06 2.47346e-05 0.000101579 0.000310042 0.000676589 0.0010357 0.00130633 0.00268472 0.00799663 0.0130629 0.0103585 0.00866788 0.0293216 0.20368 0.531664 0.111161 0.0857887 0.0937644 0.11004 0.178221 0.435101 0.384048 0.145131 0.0997964 0.145017 0.143024 0.102561 0.0855804 0.13247 0.142264 0.250613 0.258897 0.119611 0.027966 0.018033 0.0536028 0.122256 0.0615501 0.0620812 0.0841673 0.0492909 0.0429534 0.123987 0.233519 0.14392 0.0510076 0.0107341 0.00379248 0.00255564 0.00117488 0.000337036 0.000100796 4.70761e-05 2.33888e-05 9.75748e-06 3.9985e-06 1.77799e-06 7.21494e-07 2.34499e-07 6.11891e-08 1.35599e-08 2.712e-09 5.11808e-10 9.37039e-11 1.71187e-11 3.27704e-12 6.97666e-13 1.66999e-13 4.22383e-14 1.04594e-14 2.42344e-15 5.17168e-16 1.01732e-16 1.86102e-17 3.20762e-18 5.29047e-19 8.49033e-20 1.34666e-20 
9.09089e-20 5.80394e-19 3.549e-18 2.07746e-17 1.16575e-16 6.29567e-16 3.29574e-15 1.69065e-14 8.62017e-14 4.43514e-13 2.32638e-12 1.24089e-11 6.60209e-11 3.39623e-10 1.63687e-09 7.24346e-09 2.93247e-08 1.08727e-07 3.59803e-07 1.00163e-06 2.31964e-06 5.74886e-06 2.35368e-05 0.000128129 0.00062517 0.00225816 0.0055896 0.00919564 0.0101494 0.0128475 0.0369707 0.0646743 0.046575 0.0329758 0.0380478 0.146557 0.277744 0.222434 0.550355 0.0687167 0.0300106 0.0417874 0.0715158 0.0737969 0.0864775 0.167243 0.190284 0.218963 0.0635175 0.0664201 0.119241 0.0690508 0.0661652 0.107442 0.135753 0.0895884 0.0578886 0.071773 0.204808 0.129066 0.244357 0.179048 0.194788 0.107609 0.155856 0.218135 0.210249 0.0714018 0.0187226 0.0124427 0.0115317 0.00494605 0.00138604 0.000604011 0.000388706 0.000194104 7.57367e-05 3.34725e-05 1.63189e-05 6.35358e-06 1.83211e-06 4.20465e-07 8.44582e-08 1.59056e-08 2.89892e-09 5.20992e-10 9.63035e-11 1.97619e-11 4.71268e-12 1.23295e-12 3.19901e-13 7.72054e-14 1.69529e-14 3.38894e-15 6.23396e-16 1.07171e-16 1.75383e-17 2.7872e-18 4.3843e-19 6.92354e-20 
4.48022e-19 2.99151e-18 1.91106e-17 1.16543e-16 6.78062e-16 3.76983e-15 2.01194e-14 1.03919e-13 5.25942e-13 2.65186e-12 1.35716e-11 7.14479e-11 3.85435e-10 2.07238e-09 1.06359e-08 5.00732e-08 2.12671e-07 8.26254e-07 2.95584e-06 9.0844e-06 2.14392e-05 4.0476e-05 0.000103717 0.000505337 0.00276421 0.0120348 0.033683 0.0612057 0.0789855 0.0654053 0.0612988 0.0873963 0.0697837 0.0573646 0.0458425 0.0896066 0.154875 0.222914 0.184389 0.0433965 0.0128478 0.0177309 0.0342933 0.0868334 0.107272 0.121435 0.0937697 0.163549 0.139571 0.0505063 0.0835046 0.077222 0.0594248 0.150924 0.384324 0.34445 0.345926 0.0795572 0.0595638 0.136889 0.470067 0.252948 0.463396 0.171963 0.0747342 0.0609869 0.0633267 0.085474 0.0515267 0.0285892 0.0263353 0.0118626 0.00499487 0.00389631 0.00305822 0.00138839 0.000515648 0.000282363 0.000148551 5.16438e-05 1.2647e-05 2.55458e-06 4.80466e-07 8.79258e-08 1.57037e-08 2.81e-09 5.48185e-10 1.27984e-10 3.4615e-11 9.51175e-12 2.41793e-12 5.5059e-13 1.12341e-13 2.08139e-14 3.56784e-15 5.78386e-16 9.08314e-17 1.41467e-17 2.22388e-18 3.55159e-19 
2.08121e-18 1.45727e-17 9.76669e-17 6.24082e-16 3.79231e-15 2.19002e-14 1.20429e-13 6.33952e-13 3.22417e-12 1.60604e-11 7.98568e-11 4.05748e-10 2.14703e-09 1.17712e-08 6.41361e-08 3.26144e-07 1.47117e-06 5.87763e-06 2.20044e-05 7.62654e-05 0.000203224 0.000357737 0.000551375 0.00172343 0.00821177 0.0369059 0.120102 0.180299 0.441686 0.353114 0.0785201 0.0388636 0.0386514 0.0380632 0.0594276 0.138072 0.230658 0.510632 0.279932 0.0423718 0.0174126 0.0397729 0.0546314 0.141097 0.230813 0.132213 0.069415 0.160095 0.166856 0.0826072 0.351405 0.227704 0.0856431 0.22712 0.519629 0.385945 0.395687 0.0786084 0.0331615 0.0566591 0.147973 0.47816 0.331289 0.155104 0.112444 0.0852398 0.0768245 0.353852 0.145554 0.0531134 0.0394977 0.0238245 0.0183586 0.0213444 0.0190072 0.00732382 0.00304654 0.00243238 0.00125994 0.000358586 7.33755e-05 1.37713e-05 2.57231e-06 4.65063e-07 8.13289e-08 1.49299e-08 3.3221e-09 9.21814e-10 2.71833e-10 7.39389e-11 1.76551e-11 3.69938e-12 6.91944e-13 1.18233e-13 1.89499e-14 2.9331e-15 4.514e-16 7.06211e-17 1.13157e-17 1.8423e-18 
9.05386e-18 6.6551e-17 4.69311e-16 3.15712e-15 2.01669e-14 1.21954e-13 6.97737e-13 3.78671e-12 1.96194e-11 9.80367e-11 4.79225e-10 2.33912e-09 1.17492e-08 6.25857e-08 3.5139e-07 1.94459e-06 9.6309e-06 3.99576e-05 0.00014613 0.00054598 0.00176498 0.0033699 0.00391574 0.00709515 0.0287891 0.0716246 0.179714 0.383122 0.473858 0.67682 0.1241 0.0544935 0.0822771 0.0635705 0.0480014 0.0888062 0.0941762 0.172515 0.15168 0.0642727 0.0360528 0.0469275 0.0578444 0.0990263 0.191947 0.131917 0.0892825 0.095647 0.0951049 0.147804 0.210413 0.140816 0.0860937 0.150761 0.330818 0.358837 0.121108 0.039864 0.0242684 0.0417748 0.208603 0.565743 0.309445 0.470769 0.390211 0.414769 0.113979 0.129845 0.0912166 0.125269 0.0978546 0.057682 0.0540704 0.0677245 0.0655583 0.0226432 0.0161293 0.0195718 0.00872995 0.00190371 0.000354776 7.02083e-05 1.33329e-05 2.31778e-06 3.99788e-07 8.20439e-08 2.28382e-08 7.333e-09 2.18359e-09 5.55842e-10 1.20683e-10 2.28663e-11 3.894e-12 6.15584e-13 9.36046e-14 1.42e-14 2.21092e-15 3.56334e-16 5.8717e-17 9.681e-18 
3.67033e-17 2.82805e-16 2.10053e-15 1.49249e-14 1.00762e-13 6.42781e-13 3.86078e-12 2.18253e-11 1.16569e-10 5.93044e-10 2.90599e-09 1.38909e-08 6.60232e-08 3.24663e-07 1.74337e-06 1.01487e-05 5.68911e-05 0.000262002 0.000907065 0.00300051 0.0118275 0.0276585 0.0306908 0.0289108 0.132596 0.313564 0.163965 0.281259 0.234282 0.179907 0.0760357 0.194689 0.423697 0.0961171 0.0399418 0.080932 0.0930661 0.126554 0.126025 0.280698 0.13012 0.0453698 0.0626399 0.094256 0.0942389 0.111942 0.190312 0.479 0.25638 0.257668 0.146415 0.0652809 0.0718325 0.171897 0.636394 0.448871 0.0670134 0.0180004 0.0147651 0.0371345 0.207915 0.316284 0.257179 0.288392 0.345206 0.853203 0.157109 0.168852 0.0829825 0.123138 0.175048 0.178232 0.188405 0.14084 0.11341 0.0435947 0.0635898 0.118273 0.0389353 0.00713739 0.00164723 0.000359377 6.37271e-05 1.04011e-05 1.9254e-06 5.13691e-07 1.8124e-07 6.11136e-08 1.70202e-08 3.88274e-09 7.49112e-10 1.27134e-10 1.97655e-11 2.94075e-12 4.38474e-13 6.7976e-14 1.10637e-14 1.85437e-15 3.10708e-16 5.08647e-17 
1.38468e-16 1.11208e-15 8.6813e-15 6.52063e-14 4.66977e-13 3.16241e-12 2.01125e-11 1.19616e-10 6.65401e-10 3.4835e-09 1.73601e-08 8.33547e-08 3.882e-07 1.76929e-06 8.32521e-06 4.51697e-05 0.00027781 0.00153104 0.00566043 0.0126207 0.0405903 0.126652 0.226209 0.105319 0.121378 0.201786 0.349062 0.256328 0.0558555 0.0326344 0.0518178 0.44012 0.448653 0.075563 0.0556041 0.210059 0.261138 0.711041 0.164293 0.206131 0.237494 0.135656 0.0642377 0.0836272 0.110687 0.0936068 0.209814 0.347938 0.223753 0.111214 0.0586369 0.0412464 0.06804 0.211609 0.648244 0.25727 0.0594966 0.0147015 0.0125978 0.025609 0.0744321 0.206112 0.716989 0.457092 0.287403 0.256333 0.179926 0.140576 0.109018 0.172378 0.457461 0.385978 0.47623 0.246613 0.211349 0.0669515 0.0947175 0.237533 0.0706871 0.0252313 0.00834837 0.00160213 0.000249102 4.2399e-05 1.02819e-05 3.90677e-06 1.56505e-06 4.98163e-07 1.22228e-07 2.42162e-08 4.09672e-09 6.24112e-10 9.04108e-11 1.32056e-11 2.04157e-12 3.37662e-13 5.79723e-14 9.91814e-15 1.64461e-15 2.61288e-16 
