0.0336147 0.0371085 0.0409455 0.0451568 0.049776 0.0548396 0.0603868 0.0664599 0.0731045 0.0803696 0.0883078 0.0969756 0.106434 0.116747 0.127984 0.14022 0.153535 0.168011 0.18374 0.200817 0.219343 0.239427 0.261183 0.284731 0.310199 0.337721 0.367438 0.399499 0.434058 0.471278 0.511328 0.554382 0.600623 0.650238 0.70342 0.760369 0.821287 0.886382 0.955866 1.02996 1.10887 1.19283 1.28205 1.37678 1.47723 1.58364 1.69625 1.81528 1.94098 2.07358 2.2133 2.36036 2.51497 2.6773 2.84751 3.02571 3.21197 3.4063 3.60865 3.81891 4.0369 4.26238 4.49505 4.7346 4.98066 5.23289 5.49097 5.7546 6.02357 6.2977 6.57695 6.86131 7.15091 7.44595 7.74676 8.05381 8.36769 8.68917 9.01919 9.35882 9.70919 10.0714 10.4464 10.8347 11.2365 11.6513 12.0779 12.5146 12.9595 13.4103 13.8652 14.3229 14.7823 15.2424 15.7018 16.1576 16.6055 17.0398 17.4545 17.8455 18.2123 18.5581 18.8875 19.2038 19.5069 19.7929 20.055 20.285 20.4739 20.6141 20.7027 20.7436 20.7442 20.7123 20.6575 20.5923 20.527 20.4659 20.406 20.342 20.2727 20.2043 20.1451 20.1006 20.0712 20.051 20.0305 20.003 19.9698 19.9364 19.9058 19.8748 19.8354 19.7775 19.6934 19.5821 19.4489 19.3032 19.154 19.0084 18.8709 18.7442 18.6287 18.5224 18.4202 18.3148 18.1978 18.0626 17.9058 17.7277 17.5315 17.3213 17.1008 16.8725 16.6383 16.3993 16.1564 15.9098 15.6595 15.4044 15.1429 14.8727 14.5915 14.2968 13.987 13.6612 13.3193 12.9622 12.5914 12.2091 11.818 11.4208 11.02 10.6183 10.2176 9.81983 9.42644 9.03862 8.65736 8.28345 7.91754 7.56016 7.21173 6.87258 6.54297 6.22308 5.91304 5.61293 5.32279 5.04263 4.77243 4.51216 4.26176 4.02114 3.79023 3.56889 3.35702 3.15446 2.96108 2.7767 2.60114 2.43422 2.27574 2.12547 1.9832 1.84869 1.7217 1.60196 1.48922 1.38321 1.28366 1.1903 1.10283 1.021 0.944523 0.873128 0.806548 0.744523 0.686798 0.633125 0.583265 0.536988 0.494074 0.45431 0.417494 0.383434 0.351947 0.32286 0.296008 0.271238 0.248404 0.227367 0.207999 0.190179 0.173794 0.158737 0.144909 0.132217 0.120575 0.109902 0.100123 0.0911684 0.0829734 0.0754777 0.0686253 0.0623646 0.0566475 0.0514297 0.0466702 0.0423309 
0.0371035 0.040972 0.0452218 0.0498875 0.0550069 0.0606204 0.0667719 0.0735087 0.0808815 0.0889452 0.0977586 0.107385 0.117891 0.129351 0.141841 0.155445 0.170251 0.186354 0.203854 0.222859 0.243481 0.265843 0.290072 0.316304 0.34468 0.375353 0.408479 0.444226 0.482768 0.524287 0.568972 0.61702 0.668634 0.724026 0.783412 0.847014 0.915059 0.987781 1.06541 1.1482 1.23637 1.33019 1.4299 1.53574 1.64797 1.76685 1.89264 2.0256 2.16598 2.31406 2.47008 2.63429 2.80693 2.9882 3.17828 3.37731 3.58535 3.80241 4.02842 4.26323 4.50661 4.75822 5.0177 5.28459 5.55843 5.83875 6.12511 6.41712 6.71448 7.01697 7.32446 7.63697 7.95458 8.27751 8.60609 8.9408 9.28228 9.63141 9.98928 10.3572 10.7366 11.1289 11.5354 11.957 12.3938 12.8453 13.3099 13.7853 14.2686 14.7568 15.2476 15.7393 16.2316 16.7243 17.2169 17.7073 18.1909 18.6606 19.1082 19.5274 19.9172 20.2827 20.6317 20.9697 21.297 21.6078 21.8924 22.1397 22.3395 22.4842 22.5719 22.6079 22.5992 22.5509 22.473 22.3831 22.2964 22.2186 22.1471 22.0754 22.0014 21.9306 21.8724 21.8345 21.8186 21.8165 21.8103 21.7862 21.75 21.7157 21.6897 21.6672 21.6359 21.5803 21.49 21.3646 21.2131 21.0487 20.8834 20.7255 20.5804 20.4512 20.3383 20.2392 20.1472 20.0515 19.9406 19.8059 19.6445 19.4585 19.2529 19.0328 18.8021 18.5631 18.3172 18.0654 17.8088 17.5484 17.2842 17.0153 16.7395 16.4539 16.1551 15.84 15.5064 15.153 14.7797 14.3878 13.9795 13.5574 13.125 12.6856 12.2423 11.7981 11.3554 10.916 10.4815 10.0531 9.63194 9.21872 8.81415 8.4188 8.03313 7.6575 7.29221 6.93745 6.59339 6.26013 5.93772 5.62619 5.32555 5.03578 4.75684 4.48865 4.23113 3.98418 3.74769 3.52151 3.30549 3.09947 2.90326 2.71666 2.53946 2.37144 2.21235 2.06193 1.91992 1.78604 1.66 1.54151 1.43025 1.32592 1.22822 1.13683 1.05143 0.971735 0.897434 0.828234 0.763848 0.703997 0.648414 0.596839 0.549023 0.504728 0.463727 0.425805 0.390755 0.358385 0.32851 0.300956 0.275562 0.252171 0.230641 0.210837 0.19263 0.175903 0.160544 0.14645 0.133525 0.121679 0.110827 0.100892 0.0918017 0.0834889 0.0758913 0.0689512 0.0626152 0.0568339 0.0515614 0.0467557 
0.0409332 0.0452142 0.0499185 0.0550849 0.0607553 0.066975 0.0737928 0.0812615 0.0894378 0.0983828 0.108162 0.118846 0.130511 0.143237 0.157111 0.172227 0.188682 0.206582 0.226041 0.247178 0.270119 0.295002 0.321967 0.351168 0.382763 0.416923 0.453824 0.493653 0.536605 0.582884 0.632703 0.686283 0.743851 0.805645 0.871907 0.942884 1.01883 1.10001 1.18668 1.2791 1.37755 1.48229 1.59361 1.71176 1.83704 1.96972 2.11009 2.25843 2.41503 2.58019 2.75419 2.9373 3.12981 3.33194 3.54391 3.76587 3.9979 4.24001 4.4921 4.75399 5.02536 5.30578 5.59476 5.89171 6.19601 6.50704 6.8242 7.14699 7.47499 7.80791 8.1456 8.48804 8.8353 9.18761 9.54528 9.90881 10.2789 10.6564 11.0426 11.4392 11.8478 12.2705 12.7089 13.1643 13.6372 14.1268 14.6311 15.1468 15.6696 16.1953 16.7202 17.2428 17.7632 18.2829 18.8029 19.3224 19.8373 20.3397 20.8188 21.2647 21.6747 22.056 22.4213 22.78 23.1323 23.4691 23.7758 24.037 24.2415 24.3842 24.4669 24.4965 24.4785 24.4144 24.3137 24.1997 24.0916 23.9964 23.9129 23.8357 23.7609 23.6907 23.6338 23.6019 23.6016 23.6248 23.6404 23.6177 23.5746 23.54 23.5219 23.5122 23.4925 23.4405 23.3422 23.2002 23.0288 22.8452 22.6641 22.4953 22.3447 22.2156 22.1087 22.0212 21.9446 21.8639 21.7619 21.6278 21.4619 21.2699 21.0589 20.8342 20.5989 20.354 20.1 19.8379 19.5697 19.2971 19.0209 18.7403 18.4526 18.1537 17.8393 17.505 17.1477 16.7659 16.3599 15.9311 15.4826 15.018 14.5416 14.0573 13.5691 13.0802 12.5932 12.1101 11.6323 11.1613 10.6978 10.2429 9.79708 9.36112 8.93548 8.5206 8.11679 7.72431 7.34334 6.97401 6.61643 6.27065 5.9367 5.6146 5.30431 5.0058 4.719 4.44382 4.18016 3.92788 3.68685 3.45688 3.2378 3.0294 2.83147 2.64376 2.46602 2.29796 2.13931 1.98975 1.84896 1.71662 1.59239 1.47592 1.36686 1.26487 1.16961 1.08072 0.997868 0.920726 0.848969 0.782285 0.72037 0.662934 0.609697 0.560393 0.514765 0.472573 0.433587 0.397588 0.364371 0.333742 0.305518 0.279528 0.25561 0.233612 0.213394 0.194823 0.177774 0.162133 0.147792 0.13465 0.122614 0.111598 0.10152 0.0923056 0.0838862 0.076197 0.0691787 0.0627761 0.0569385 0.0516189 
0.0451345 0.0498693 0.0550739 0.0607915 0.0670687 0.073956 0.081508 0.0897834 0.0988454 0.108762 0.119607 0.131459 0.144401 0.158526 0.173928 0.190712 0.208989 0.228876 0.250499 0.273991 0.299496 0.327163 0.357154 0.389637 0.424792 0.462808 0.503883 0.548226 0.596057 0.647603 0.703103 0.762805 0.826963 0.895844 0.969717 1.04886 1.13356 1.2241 1.32077 1.42387 1.5337 1.65054 1.7747 1.90649 2.04619 2.19412 2.35058 2.5159 2.69038 2.87434 3.06812 3.27202 3.48635 3.7114 3.94739 4.19453 4.45292 4.72255 5.00332 5.29498 5.59713 5.90923 6.23062 6.56053 6.89814 7.24263 7.59321 7.94921 8.31009 8.67549 9.04519 9.41918 9.79755 10.1805 10.5684 10.9617 11.361 11.7673 12.182 12.607 13.0445 13.4971 13.9672 14.4565 14.9658 15.4945 16.0401 16.5979 17.1617 17.7246 18.2812 18.8293 19.3705 19.9081 20.4459 20.9849 21.5226 22.0513 22.5583 23.0289 23.4551 23.8464 24.2238 24.6024 24.9818 25.3475 25.6772 25.9497 26.1523 26.2848 26.3549 26.3717 26.3396 26.2599 26.1439 26.0154 25.8925 25.7834 25.6903 25.6111 25.5396 25.4702 25.4092 25.3756 25.3835 25.4278 25.4667 25.447 25.4032 25.3776 25.3754 25.3827 25.3773 25.33 25.2231 25.0644 24.8741 24.6732 24.4788 24.3017 24.1481 24.0216 23.9233 23.8507 23.7944 23.7345 23.6434 23.5079 23.3372 23.1432 22.9336 22.7126 22.4808 22.2367 21.9794 21.7102 21.4324 21.1497 20.8639 20.5744 20.278 19.9692 19.6419 19.2902 18.91 18.4993 18.059 17.5913 17.1003 16.5907 16.0678 15.5366 15.0017 14.4666 13.934 13.4057 12.8832 12.3677 11.8601 11.3612 10.8718 10.3928 9.92451 9.46762 9.02245 8.58933 8.16849 7.7601 7.36431 6.98122 6.61092 6.25345 5.90883 5.57706 5.25809 4.95185 4.65827 4.37722 4.10857 3.85216 3.6078 3.3753 3.15442 2.94492 2.74652 2.55894 2.38185 2.21492 2.0578 1.91013 1.77153 1.64162 1.52 1.4063 1.30011 1.20105 1.10875 1.02283 0.942927 0.86869 0.799779 0.735867 0.676642 0.621803 0.571066 0.524159 0.480824 0.440818 0.403911 0.369887 0.33854 0.30968 0.283126 0.258709 0.236271 0.215664 0.196751 0.179403 0.1635 0.148929 0.135587 0.123378 0.112211 0.102004 0.0926782 0.0841636 0.0763934 0.0693066 0.0628465 0.0569609 
0.0497407 0.0549744 0.0607291 0.067053 0.073998 0.0816203 0.0899806 0.0991444 0.109182 0.12017 0.13219 0.145328 0.15968 0.175347 0.192435 0.211061 0.231348 0.253428 0.27744 0.303534 0.331868 0.362612 0.395944 0.432054 0.471141 0.513417 0.559104 0.608435 0.661656 0.719023 0.780802 0.84727 0.918714 0.99543 1.07772 1.1659 1.26027 1.36117 1.46891 1.58382 1.70622 1.83645 1.97481 2.12165 2.27728 2.44204 2.61625 2.80026 2.99441 3.19905 3.41453 3.64122 3.87946 4.12958 4.39188 4.66657 4.9538 5.25357 5.56576 5.89006 6.22596 6.5728 6.92969 7.29564 7.66958 8.05041 8.43711 8.82877 9.22471 9.62445 10.0278 10.4347 10.8453 11.2599 11.6788 12.1024 12.5313 12.9663 13.4091 13.8616 14.3269 14.8082 15.3086 15.8309 16.3764 16.9448 17.533 18.135 18.7416 19.342 19.927 20.4934 21.0445 21.5877 22.1298 22.6745 23.2211 23.7639 24.2906 24.781 25.2173 25.6111 25.9962 26.3949 26.8049 27.2029 27.5578 27.8407 28.0367 28.1508 28.1988 28.195 28.1439 28.0524 27.9348 27.8072 27.6805 27.5633 27.4639 27.386 27.3218 27.2513 27.1751 27.1264 27.1262 27.1679 27.2106 27.2098 27.1922 27.197 27.2234 27.2471 27.2502 27.2072 27.0973 26.9294 26.7269 26.5147 26.3121 26.1306 25.9767 25.8541 25.7646 25.7062 25.6708 25.6349 25.5564 25.4181 25.2457 25.0574 24.8596 24.6529 24.4345 24.1993 23.9442 23.6712 23.3863 23.0958 22.8032 22.5084 22.2074 21.8932 21.5569 21.1905 20.7881 20.3482 19.8722 19.3637 18.8281 18.2715 17.7006 17.1215 16.5393 15.9577 15.3792 14.8054 14.2375 13.6765 13.1232 12.5787 12.0437 11.5192 11.0059 10.5043 10.015 9.53836 9.07462 8.62407 8.18692 7.76334 7.35348 6.95745 6.57532 6.20714 5.8529 5.51258 5.18611 4.8734 4.57433 4.28876 4.0165 3.75738 3.51115 3.27756 3.05633 2.84714 2.64967 2.46353 2.28836 2.12373 1.96925 1.82448 1.68899 1.56233 1.44408 1.3338 1.23106 1.13544 1.04654 0.96397 0.887337 0.816279 0.750446 0.689501 0.633125 0.581015 0.532882 0.488456 0.447479 0.409709 0.374917 0.342891 0.313429 0.286344 0.261458 0.238608 0.217639 0.198409 0.180783 0.164638 0.149857 0.136333 0.123967 0.112665 0.102342 0.0929178 0.0843198 0.0764795 0.0693342 0.0628257 
0.0547875 0.0605693 0.0669287 0.0739191 0.0815984 0.0900291 0.0992788 0.10942 0.120533 0.1327 0.146013 0.16057 0.176475 0.193842 0.212789 0.233446 0.25595 0.280448 0.307095 0.336059 0.367517 0.401656 0.438675 0.478787 0.522213 0.569191 0.619967 0.674805 0.733976 0.797768 0.866478 0.940417 1.0199 1.10527 1.19686 1.29501 1.40008 1.51242 1.63238 1.76034 1.89664 2.04163 2.19568 2.35913 2.53233 2.71563 2.90938 3.11394 3.32968 3.55698 3.79623 4.04783 4.31218 4.58965 4.88061 5.18533 5.50399 5.83663 6.18311 6.54305 6.91586 7.30065 7.69633 8.1016 8.51504 8.9352 9.36073 9.79045 10.2235 10.6592 11.0974 11.5381 11.9817 12.4284 12.8787 13.3328 13.7911 14.2543 14.724 15.2025 15.6934 16.2009 16.7294 17.2826 17.8627 18.4701 19.1017 19.7501 20.4025 21.0419 21.652 22.2269 22.7739 23.3069 23.8372 24.3702 24.907 25.444 25.9715 26.4672 26.9042 27.2954 27.6862 28.1057 28.5494 28.9813 29.3626 29.6585 29.8427 29.932 29.9509 29.9256 29.8632 29.773 29.6688 29.5565 29.4369 29.3177 29.213 29.1329 29.0723 28.9966 28.8989 28.8299 28.812 28.8358 28.8708 28.8924 28.9165 28.973 29.0481 29.0758 29.0702 29.0327 28.9344 28.772 28.5691 28.3552 28.1518 27.9708 27.819 27.7004 27.6167 27.5668 27.5426 27.5204 27.4532 27.3233 27.1633 26.9936 26.8192 26.6381 26.4432 26.225 25.9779 25.705 25.4158 25.1202 24.8239 24.5277 24.227 23.9125 23.5724 23.1946 22.7714 22.3016 21.7887 21.238 20.6564 20.0519 19.4329 18.8066 18.1784 17.5517 16.9287 16.3104 15.6975 15.0908 14.4913 13.8998 13.3176 12.7458 12.1851 11.6364 11.1003 10.5773 10.0676 9.57179 9.09003 8.62264 8.16986 7.73189 7.3089 6.90097 6.50818 6.13052 5.76799 5.42051 5.08799 4.77032 4.46733 4.17885 3.90465 3.64448 3.39805 3.16501 2.94502 2.73768 2.54257 2.35924 2.18722 2.02605 1.87524 1.7343 1.60274 1.48008 1.36583 1.25952 1.16071 1.06894 0.983798 0.904863 0.831744 0.764068 0.701477 0.643632 0.590212 0.540913 0.49545 0.453551 0.414963 0.379448 0.346782 0.316755 0.289172 0.26385 0.240616 0.219312 0.19979 0.18191 0.165544 0.150572 0.136885 0.124378 0.112956 0.102532 0.093023 0.0843538 0.0764546 0.069261 
0.0603137 0.0666973 0.0737206 0.0814432 0.0899294 0.0992487 0.109476 0.120694 0.132988 0.146453 0.16119 0.177308 0.194924 0.214162 0.235158 0.258052 0.283 0.310163 0.339716 0.371844 0.406744 0.444626 0.485711 0.530234 0.578446 0.630607 0.686996 0.747903 0.813634 0.88451 0.960862 1.04304 1.13139 1.2263 1.32814 1.43729 1.55415 1.67911 1.81257 1.95491 2.10654 2.26783 2.43917 2.62092 2.81346 3.01716 3.23238 3.4595 3.6989 3.95099 4.21618 4.49493 4.78768 5.09487 5.41693 5.75421 6.10696 6.47527 6.85898 7.25769 7.67065 8.09679 8.5347 8.98271 9.43895 9.90152 10.3686 10.8387 11.3106 11.7835 12.2574 12.7323 13.2087 13.6874 14.1687 14.6528 15.1399 15.6302 16.1249 16.6267 17.14 17.6702 18.223 18.8034 19.415 20.0588 20.7324 21.4281 22.13 22.8126 23.4462 24.0173 24.5424 25.048 25.5502 26.0537 26.5589 27.0639 27.562 28.0346 28.4594 28.8481 29.244 29.6794 30.1515 30.6092 31.0172 31.3461 31.4908 31.5564 31.5594 31.5305 31.4787 31.4099 31.3323 31.2453 31.1429 31.0293 30.9189 30.8243 30.7442 30.6537 30.5498 30.4731 30.4429 30.4509 30.4773 30.5113 30.5668 30.6691 30.8161 30.8251 30.8127 30.7957 30.7261 30.5821 30.3908 30.1867 29.991 29.8156 29.6674 29.5511 29.4689 29.4195 29.3938 29.3692 29.311 29.2064 29.0756 28.937 28.7962 28.6495 28.4859 28.2915 28.0581 27.79 27.5004 27.2028 26.9059 26.6116 26.3153 26.0061 25.6681 25.2831 24.84 24.3398 23.7898 23.1967 22.5692 21.9179 21.2531 20.583 19.9125 19.2447 18.5805 17.9204 17.2644 16.6131 15.9673 15.3285 14.698 14.0773 13.4675 12.8695 12.2841 11.7119 11.1535 10.6092 10.0795 9.56486 9.06568 8.58226 8.11486 7.66367 7.22883 6.8104 6.40841 6.02283 5.65362 5.30069 4.96391 4.64313 4.33813 4.04867 3.77446 3.51514 3.27033 3.03961 2.82252 2.61856 2.42723 2.24799 2.08031 1.92363 1.77742 1.64111 1.51419 1.39611 1.28638 1.18449 1.08997 1.00237 0.921226 0.846138 0.776703 0.712543 0.6533 0.598635 0.548231 0.501786 0.459017 0.41966 0.383466 0.350201 0.319648 0.291603 0.265876 0.242289 0.220678 0.200889 0.182778 0.166214 0.151073 0.13724 0.12461 0.113085 0.102574 0.092993 0.084265 0.0763182 
0.0663608 0.0734046 0.0811567 0.0896831 0.0990552 0.109351 0.120653 0.133052 0.146645 0.161537 0.177841 0.195676 0.215175 0.236474 0.259723 0.285082 0.31272 0.342819 0.375572 0.411185 0.449877 0.491882 0.537445 0.586829 0.64031 0.698181 0.76075 0.828342 0.901297 0.979973 1.06474 1.15598 1.25411 1.35952 1.47265 1.59391 1.72376 1.86262 2.01093 2.16913 2.33764 2.51687 2.70724 2.90914 3.12295 3.34906 3.58783 3.83966 4.10493 4.38407 4.67751 4.98573 5.30925 5.64858 6.00421 6.37662 6.76613 7.1729 7.59682 8.03744 8.49389 8.96486 9.44857 9.94287 10.4453 10.9534 11.4648 11.9773 12.4895 13.0005 13.5099 14.0184 14.5268 15.0361 15.5471 16.06 16.5744 17.0898 17.6068 18.1283 18.6596 19.2077 19.7797 20.382 21.0195 21.6942 22.4047 23.1438 23.8952 24.6272 25.29 25.8425 26.3238 26.788 27.2509 27.7106 28.1639 28.611 29.051 29.4743 29.8706 30.2496 30.6425 31.0754 31.5441 31.9985 32.4057 32.7396 32.8879 32.9703 33.0038 33.0082 32.9933 32.9629 32.9206 32.8647 32.7892 32.6914 32.5766 32.4582 32.3452 32.2348 32.1323 32.0592 32.0272 32.0283 32.047 32.0811 32.144 32.2473 32.3662 32.4299 32.4662 32.4923 32.4652 32.353 32.1884 32.007 31.8275 31.6614 31.517 31.4002 31.3149 31.2608 31.23 31.2033 31.1557 31.0768 30.9787 30.8765 30.775 30.6674 30.5393 30.3732 30.1591 29.9017 29.6165 29.3199 29.0237 28.7323 28.442 28.1411 27.8105 27.423 26.96 26.43 25.8458 25.2133 24.5428 23.8492 23.1449 22.4378 21.7324 21.0301 20.3307 19.6335 18.9378 18.244 17.5533 16.8674 16.1883 15.5179 14.8576 14.2087 13.5719 12.9481 12.3379 11.7421 11.1611 10.5958 10.0466 9.51408 8.99861 8.50049 8.01994 7.5571 7.11206 6.68485 6.27547 5.88389 5.51003 5.15377 4.81492 4.49325 4.18848 3.90023 3.62812 3.37167 3.1304 2.90375 2.69117 2.49206 2.30582 2.13184 1.9695 1.8182 1.67734 1.54632 1.42458 1.31157 1.20674 1.10959 1.01963 0.93639 0.859426 0.78832 0.722671 0.662104 0.606263 0.554816 0.507448 0.463863 0.423787 0.386959 0.353138 0.322098 0.293627 0.267529 0.243621 0.221731 0.201702 0.183386 0.166646 0.151355 0.137397 0.124661 0.113049 0.102466 0.0928275 0.0840533 
0.0729737 0.0807414 0.0892926 0.0987006 0.109045 0.120411 0.132893 0.14659 0.16161 0.17807 0.196095 0.21582 0.237387 0.260953 0.286682 0.314751 0.34535 0.378679 0.414954 0.454403 0.497269 0.543811 0.594303 0.649035 0.708315 0.772468 0.841836 0.916781 0.997681 1.08493 1.17895 1.28017 1.38903 1.50599 1.63153 1.76612 1.91024 2.06438 2.22903 2.40466 2.59173 2.79069 3.00198 3.22601 3.46318 3.71386 3.97843 4.25728 4.55078 4.85935 5.18345 5.52358 5.88029 6.25419 6.64586 7.0559 7.48476 7.93272 8.39974 8.88536 9.3886 9.90788 10.441 10.9852 11.5374 12.0942 12.6524 13.2093 13.7628 14.3118 14.8561 15.3964 15.9343 16.4714 17.0092 17.5482 18.0874 18.625 19.1606 19.6968 20.2406 20.8008 21.3859 22.0036 22.6594 23.3564 24.093 24.8622 25.6484 26.4225 27.1431 27.6519 28.0737 28.4977 28.9223 29.3323 29.7172 30.0851 30.4477 30.8064 31.1596 31.5151 31.8911 32.3011 32.7366 33.1627 33.5461 33.8582 34.075 34.2202 34.3179 34.3838 34.4254 34.4439 34.441 34.4195 34.3787 34.3064 34.189 34.0448 33.9017 33.772 33.6659 33.5959 33.5677 33.5697 33.583 33.6102 33.6675 33.7589 33.8663 33.9649 34.0516 34.1209 34.1394 34.0805 33.9643 33.8188 33.6619 33.5067 33.364 33.2425 33.1489 33.0866 33.052 33.0297 32.9948 32.935 32.8645 32.7992 32.7398 32.6735 32.5818 32.4462 32.2563 32.0161 31.7402 31.446 31.1486 30.8564 30.5674 30.2701 29.945 29.5562 29.0743 28.5217 27.9148 27.2518 26.5464 25.8207 25.0885 24.3563 23.6266 22.8995 22.1732 21.4456 20.7155 19.9829 19.2495 18.518 17.791 17.071 16.3597 15.6586 14.9688 14.2912 13.6267 12.9762 12.3407 11.7211 11.1183 10.5329 9.96557 9.41672 8.88667 8.37564 7.88377 7.41118 6.95795 6.52411 6.10964 5.71449 5.33851 4.98149 4.64317 4.32316 4.02106 3.73636 3.46853 3.21696 2.98105 2.76011 2.5535 2.36052 2.18049 2.01272 1.85656 1.71134 1.57641 1.45118 1.33503 1.22741 1.12775 1.03556 0.950323 0.871582 0.798893 0.731838 0.670023 0.613077 0.560651 0.51242 0.468075 0.42733 0.389916 0.355583 0.324097 0.295238 0.268804 0.244606 0.222468 0.202226 0.183729 0.166836 0.151418 0.137353 0.124531 0.112848 0.102209 0.0925263 
0.0802007 0.0887613 0.0981881 0.108563 0.119973 0.132514 0.14629 0.161411 0.177998 0.196179 0.216095 0.237893 0.261734 0.287791 0.316245 0.347295 0.381148 0.418029 0.458177 0.501844 0.549299 0.600831 0.656742 0.717354 0.783008 0.854065 0.930904 1.01393 1.10355 1.20023 1.3044 1.41657 1.53721 1.66685 1.80601 1.95521 2.11501 2.28593 2.46851 2.66327 2.87071 3.09133 3.32557 3.57387 3.83663 4.11422 4.40701 4.71534 5.03958 5.38011 5.73739 6.11191 6.50427 6.91514 7.34524 7.7953 8.26593 8.7576 9.27038 9.80388 10.357 10.928 11.5141 12.1118 12.7171 13.3257 13.9332 14.5361 15.1314 15.7178 16.2949 16.864 17.4271 17.9871 18.5466 19.1068 19.6664 20.2219 20.7706 21.3156 21.8658 22.4321 23.0242 23.65 24.3156 25.0241 25.7726 26.5511 27.3399 28.1073 28.803 29.3196 29.7392 30.1469 30.5489 30.9166 31.2168 31.4868 31.7618 32.0499 32.3525 32.6744 33.0238 33.4046 33.8068 34.2072 34.58 34.9045 35.1699 35.3811 35.5501 35.6865 35.793 35.8646 35.8998 35.9091 35.9018 35.8597 35.7422 35.5787 35.415 35.2702 35.1562 35.084 35.0565 35.06 35.0726 35.0984 35.1553 35.2457 35.3587 35.4812 35.6041 35.713 35.7812 35.7864 35.7298 35.6268 35.4944 35.3485 35.2033 35.0705 34.961 34.8837 34.8414 34.8242 34.8018 34.7558 34.7111 34.6862 34.6735 34.6499 34.593 34.4879 34.3268 34.1111 33.849 33.5557 33.2504 32.9476 32.6477 32.3382 31.9996 31.5985 31.1079 30.5517 29.9418 29.2666 28.5453 27.8071 27.0648 26.3231 25.5829 24.8428 24.0998 23.3504 22.5926 21.8265 21.0544 20.2801 19.5072 18.7387 17.9769 17.2233 16.4794 15.7462 15.025 14.317 13.6237 12.9463 12.2861 11.6441 11.0211 10.4176 9.83419 9.27104 8.72843 8.20654 7.70556 7.22562 6.7668 6.32912 5.9125 5.51678 5.1417 4.78689 4.45193 4.13627 3.83933 3.56046 3.29897 3.05413 2.82519 2.61139 2.41197 2.22617 2.05323 1.89243 1.74306 1.60442 1.47586 1.35674 1.24645 1.14443 1.05012 0.962996 0.882578 0.808399 0.740022 0.677037 0.619058 0.565721 0.516688 0.47164 0.43028 0.392329 0.357529 0.325638 0.29643 0.269696 0.245241 0.222884 0.202457 0.183806 0.166784 0.15126 0.13711 0.124219 0.112482 0.101803 
