0.0336147 0.422251 3.0869 10.8347 20.7349 19.1048 13.3193 3.86613 0.522321 0.0423309 
0.419314 6.0579 31.7432 47.9152 50.3578 53.8393 57.2355 41.915 7.35346 0.548498 
3.28373 29.1521 48.66 57.6937 60.6427 62.2234 61.624 58.0839 40.567 4.25839 
12.8715 44.7719 57.1976 64.7305 69.9755 72.7424 71.191 65.8485 58.4518 14.1634 
19.9598 51.4192 61.7327 108.77 94.3409 97.3449 118.643 89.8881 69.2052 29.0318 
22.3217 48.8902 71.0471 110.942 132.564 146.641 133.943 90.9856 68.9056 30.3192 
13.9587 48.8613 57.1601 69.3615 90.2522 95.1417 76.5417 69.6231 58.8883 15.8868 
3.46469 32.8105 51.3867 56.4053 63.6894 67.2552 62.4113 59.527 36.2679 3.97132 
0.432909 6.93204 37.7279 46.7782 47.9633 56.8973 53.8204 42.4173 7.15169 0.494938 
0.036749 0.493034 3.37915 11.5573 22.8949 24.5158 12.8708 4.08443 0.54093 0.0412111 
