4.95966e-11 3.87164e-09 2.30254e-07 8.8255e-06 0.000222678 0.00333525 0.015279 0.106529 0.423116 0.426733 0.414364 0.230683 0.0807951 0.0373588 0.00277116 0.000199524 8.97077e-06 1.87401e-07 3.33033e-09 4.63163e-11 
3.66792e-09 3.99397e-07 2.602e-05 0.00140851 0.0287558 0.611988 0.78803 1.64209 0.745268 1.36342 1.18859 1.07936 1.83132 0.918644 0.297467 0.039801 0.00108406 2.18408e-05 3.58348e-07 3.89874e-09 
1.53403e-07 2.62064e-05 0.00238662 0.0855548 0.99871 0.870728 1.3907 1.96163 1.28614 1.55567 1.57082 0.790573 1.48217 2.55685 2.20119 1.12207 0.065953 0.00222798 2.60084e-05 2.44865e-07 
5.59872e-06 0.000636686 0.0952666 0.910952 1.00172 1.72141 2.20065 1.03829 1.39177 0.841583 1.68976 1.72919 1.64384 1.11265 1.44876 2.82863 1.31605 0.0887598 0.00140789 1.07046e-05 
0.000227501 0.0235864 0.310407 0.91689 1.1107 1.18271 1.28652 1.65066 1.06042 1.47138 1.37413 2.27044 2.0839 1.48958 1.90634 1.99636 0.915961 1.3466 0.0504986 0.000327635 
0.00383908 0.475331 2.06126 1.19969 2.01143 1.44864 1.61155 1.63546 1.52436 2.14721 1.07296 1.43664 1.52323 1.84035 1.70995 1.52679 1.00192 2.02286 0.560662 0.00534406 
0.0424658 0.900004 1.68323 0.915868 1.20643 2.12693 1.39317 1.8426 2.17488 1.82141 1.82487 1.42257 2.13852 1.88256 2.43014 1.01582 1.45043 1.92204 1.28728 0.0209061 
0.220263 1.07249 0.971894 2.12836 1.31148 2.5067 1.98457 2.178 1.94688 2.57708 1.87627 2.21989 2.05299 1.84762 2.1633 1.71617 1.77945 1.3757 2.22662 0.115856 
0.275122 2.00086 1.75989 1.15096 0.79048 1.531 2.34549 3.12577 3.22485 1.51668 2.06228 1.61518 2.217 2.71436 1.8473 2.02098 1.46838 1.60981 0.817663 0.209364 
0.523267 0.803153 1.37857 1.16274 1.31585 2.8995 6.28522 5.42982 3.74248 2.50547 2.56812 3.76022 5.67394 7.92739 4.35744 2.74103 1.97569 2.57744 2.13665 1.03197 
0.557421 0.972411 1.32078 0.821792 2.42945 3.03408 5.79368 5.42451 3.84927 5.81125 5.81634 3.58065 6.80994 6.94022 4.02374 2.88563 2.19303 2.36125 1.70513 0.912133 
0.421219 2.37754 0.938986 1.86344 1.86251 2.24756 1.93874 2.59495 2.95235 9.7199 10.0725 5.42719 3.94572 3.29957 2.93158 1.94431 2.70564 1.82313 1.61881 0.434063 
0.203864 2.20486 0.832662 1.21661 1.28297 2.07558 1.53908 1.5347 3.02463 3.63699 4.59837 2.92145 2.54032 2.54586 2.24927 1.85748 2.5233 2.06445 1.18569 0.292065 
0.0350001 1.22531 1.48168 1.25045 1.69584 1.17317 1.86334 1.68715 2.69715 2.41871 1.71053 2.11962 2.27121 1.62217 1.76065 1.53727 1.5633 1.13586 2.73742 0.0481923 
0.00428713 0.343642 1.85102 2.13152 1.1143 0.670711 1.63066 2.03965 2.57273 2.33177 2.5841 1.27877 1.87012 1.64402 1.14048 1.74636 1.45092 1.31361 1.27766 0.00642065 
0.000197298 0.0244824 1.15682 1.35808 1.45855 1.18158 1.256 1.40832 1.75335 1.29547 1.88315 1.63146 1.75057 1.21508 2.22161 1.33605 2.41249 0.996862 0.0300974 0.000319121 
6.20379e-06 0.000749079 0.1344 1.56229 1.50213 1.64614 2.19434 1.47977 1.8129 1.39189 1.20968 2.08406 1.20425 1.23672 1.96645 1.43836 0.798677 0.0907842 0.00110026 7.68556e-06 
1.53124e-07 2.3898e-05 0.00272211 0.247004 1.20714 2.46896 0.948185 1.64431 0.622745 1.30863 1.52468 2.1452 1.56817 1.30407 1.90511 0.832461 0.0957292 0.00227109 2.733e-05 2.01366e-07 
3.32257e-09 4.24375e-07 4.18484e-05 0.00200849 0.0460214 0.816638 1.64373 2.06953 0.992976 1.7364 2.00495 1.4656 1.09934 1.2282 0.449643 0.0491164 0.00126523 2.77713e-05 4.11756e-07 4.04298e-09 
5.18843e-11 5.16057e-09 3.26507e-07 1.10847e-05 0.000248967 0.00307879 0.0258089 0.171925 0.330466 0.808055 1.02419 0.184338 0.127339 0.0354571 0.00456198 0.000248232 1.05046e-05 2.38267e-07 4.12154e-09 5.31884e-11 
