4.95966e-11 3.55862e-07 0.000460629 0.0267856 0.595573 0.258323 0.0626649 0.00035728 2.92098e-07 4.63163e-11 
2.25759e-07 0.00596473 1.17094 2.01455 1.64925 1.8411 2.2814 1.31504 0.00571122 3.79643e-07 
0.000473456 0.522224 0.926871 1.92972 1.48292 1.55331 1.35804 1.35052 2.64109 0.000635235 
0.0778362 1.49787 1.34097 1.33383 2.01471 1.77408 1.80466 1.06782 2.00913 0.0325423 
0.192749 1.63083 1.12613 2.90236 2.48918 2.28276 2.81838 2.09838 1.86528 0.488092 
0.854229 0.868252 1.67348 2.67783 4.8771 4.97187 3.75694 1.84825 1.53652 0.914799 
0.0655627 2.11459 2.06781 1.76009 2.93116 2.19407 1.29058 1.30584 1.71861 0.109456 
0.00040607 1.43656 1.56607 1.72691 1.79385 1.25681 1.37873 1.08534 1.26063 0.000712929 
2.30754e-07 0.00695833 1.25575 1.59728 0.80415 1.86637 1.88281 1.63557 0.00558246 3.04016e-07 
5.18843e-11 4.97451e-07 0.000473585 0.0431291 0.896382 0.761852 0.0596808 0.000464548 3.67973e-07 5.31884e-11 
