0.0336147 0.0552737 0.0896716 0.143378 0.225725 0.349577 0.532029 0.79468 1.16311 1.66575 2.33279 3.1926 4.2577 5.50695 6.90236 8.43916 10.1848 12.2461 14.5384 16.8469 18.7682 20.2231 20.747 20.4732 20.1472 20.0017 19.8295 19.2728 18.5975 18.0076 16.9991 15.7775 14.4128 12.7062 10.7084 8.71139 6.89308 5.31697 3.99714 2.92654 2.08696 1.45169 0.987585 0.658922 0.432177 0.279107 0.17768 0.111581 0.0691619 0.0423309 
0.0552201 0.0914798 0.149508 0.240749 0.381517 0.594412 0.909697 1.3658 2.00752 2.8817 4.03521 5.51775 7.355 9.46619 11.6958 14.0019 16.4781 19.4842 22.6301 25.3387 27.6726 29.7284 30.0145 29.4733 29.0404 29.0276 29.2133 28.4624 27.7506 27.4217 26.5153 25.1309 23.5142 20.9917 17.8275 14.6934 11.7667 9.15772 6.91946 5.07219 3.60875 2.49894 1.69109 1.12244 0.73252 0.470736 0.298148 0.186229 0.114769 0.069813 
0.0894491 0.149228 0.245599 0.398117 0.63461 0.993512 1.52643 2.2996 3.38969 4.8683 6.78635 9.20268 12.1995 15.5804 18.7618 21.688 24.5252 27.9872 31.328 32.9441 34.1239 35.987 37.2789 37.5335 36.8388 36.7811 37.4129 37.7041 36.9857 36.764 36.8297 35.7835 33.991 31.0494 27.3475 23.4013 19.2415 15.2371 11.6278 8.56256 6.08902 4.20399 2.8355 1.87624 1.22068 0.781748 0.493176 0.306648 0.188003 0.113697 
0.142769 0.23969 0.397022 0.647551 1.03756 1.62981 2.5072 3.77697 5.5658 7.9806 11.0262 14.618 18.9056 23.6689 27.598 29.7521 32.2533 35.4044 38.0864 38.6252 39.0515 40.9703 43.0579 43.6333 43.4037 43.7842 44.5374 45.3122 44.2656 43.7721 44.7272 44.4597 42.8046 40.654 38.002 34.4751 29.6883 24.1311 18.752 13.9588 9.95359 6.87571 4.63988 3.07133 1.99718 1.27699 0.803501 0.497812 0.303814 0.182731 
0.224383 0.378673 0.630646 1.03425 1.66482 2.62048 4.02268 6.0228 8.8068 12.525 17.0884 21.8332 26.6042 31.047 34.2053 36.444 39.0033 41.1863 43.0153 43.4423 43.7692 45.1949 47.0196 48.241 48.4302 48.5488 49.3272 49.8016 48.1858 47.9969 49.5031 50.4233 50.1951 48.9718 48.1352 46.3404 41.7497 35.048 28.3802 21.6166 15.5977 10.8617 7.38376 4.91348 3.20323 2.04925 1.28817 0.796133 0.483992 0.289602 
0.347138 0.587909 0.982658 1.6181 2.61493 4.12183 6.29508 9.28887 13.2843 18.4216 24.0922 29.5634 33.5461 36.8104 39.3835 41.9032 44.6953 46.6062 47.7712 47.4892 47.8236 48.2409 49.5977 50.764 51.7261 51.6933 52.444 52.6765 51.399 51.2913 52.421 53.8342 54.8416 55.6227 56.1524 55.4086 51.4554 45.175 38.4219 31.0092 23.0914 16.4497 11.3885 7.66238 5.02473 3.22546 2.03004 1.25327 0.759459 0.452213 
0.528724 0.896731 1.49982 2.47194 4.00217 6.31468 9.58122 13.8195 18.931 24.7782 30.4141 35.4589 39.5632 42.6796 45.1788 47.1077 49.9643 50.5915 50.0324 49.3168 49.5351 50.4519 51.7815 52.3468 54.1105 54.0987 54.8487 55.4617 54.9458 55.1419 55.4824 56.0748 57.4385 59.1582 59.8567 59.3456 56.7984 53.0388 47.691 40.1982 31.7735 23.6973 16.9452 11.5857 7.68056 4.97069 3.14172 1.94029 1.1727 0.694986 
0.793269 1.34477 2.24208 3.67744 5.92829 9.32855 14.0427 19.6002 25.2644 30.7756 35.7372 40.4466 45.0215 47.5477 48.7989 50.2898 51.9883 52.0829 51.2909 51.0944 51.6979 53.0508 53.003 53.1367 54.8878 55.9286 56.716 57.5865 58.2422 58.7878 59.2964 58.7451 58.9957 59.991 60.9017 60.8931 59.1701 57.7192 54.2214 48.0097 40.4309 31.9056 23.9038 16.7969 11.3972 7.4922 4.77073 2.95103 1.77972 1.04985 
1.17286 1.98591 3.29012 5.33083 8.45282 13.08 19.36 25.896 31.4198 36.0783 39.77 44.0284 48.2062 49.0775 49.378 51.1228 52.4893 52.3313 52.906 53.4068 54.1097 55.4657 55.6813 55.0055 56.3225 58.1817 58.7113 59.0469 60.5699 61.664 62.1897 61.5312 60.717 59.8983 60.905 61.5751 60.5413 59.0708 57.2175 53.2544 46.7072 38.8374 30.9949 23.1641 16.4079 11.0361 7.09745 4.4022 2.65024 1.5562 
1.70729 2.89041 4.75696 7.57648 11.6475 17.2666 24.3152 30.7967 35.7469 39.3273 42.0446 45.5722 49.1269 49.2376 49.4964 51.4629 53.2064 54.1402 55.181 55.9407 56.343 57.5875 58.1689 57.5293 58.6251 59.8221 60.2534 60.8266 62.0611 63.7171 64.0609 63.0507 61.6063 60.1941 60.8219 61.6908 60.9038 59.6348 58.048 54.3977 49.612 43.5259 37.027 30.1654 22.8711 15.8243 10.3188 6.42744 3.86407 2.2585 
2.43904 4.13618 6.78102 10.6388 15.7628 21.8467 28.3186 34.1894 38.8852 41.8934 44.1972 46.8094 49.4038 50.0656 50.6887 52.6381 55.3349 57.6398 57.6996 58.1505 58.0027 58.6975 59.4831 59.5968 60.2375 60.8462 60.9145 61.5263 63.2613 64.7503 64.9229 64.3344 62.8521 61.1837 61.5836 62.613 61.4949 59.5032 58.121 55.6185 51.2687 46.5743 41.6643 36.7622 30.2393 22.0199 14.6274 9.15751 5.49807 3.19923 
3.40302 5.78119 9.45781 14.7022 21.2561 27.4653 32.4265 37.2255 42.2211 45.8876 47.7504 49.1301 50.8996 52.4763 53.372 54.7294 57.0594 58.8241 58.8124 59.3574 59.2291 59.7803 61.1398 61.83 62.2709 61.9584 61.5717 61.8806 64.0637 64.8354 64.9616 64.7924 62.843 61.3171 61.9684 63.232 61.97 59.4942 58.2392 56.7925 53.6573 49.677 45.8299 43.3285 38.5894 29.5802 20.0935 12.6516 7.59529 4.40582 
4.61686 7.83041 12.73 19.4749 27.3839 33.6092 37.1049 40.5964 45.657 49.83 51.0697 52.3543 53.7167 54.8887 56.1139 57.3989 58.3618 59.4767 59.335 59.5506 60.1659 61.3283 63.5104 64.2836 63.9104 62.889 62.159 62.4759 63.4267 64.0232 64.5817 64.7745 62.9657 62.0674 62.8137 63.9233 62.9508 60.4659 59.2445 58.0088 56.116 52.7567 50.1103 48.3038 45.0141 36.9644 26.2677 16.7664 10.1281 5.87608 
6.08455 10.2299 16.3624 24.0996 31.5141 37.6115 41.0109 43.547 47.2687 51.2443 53.362 55.2109 56.2187 57.3819 58.6873 58.7236 59.4901 59.9782 60.1324 60.0961 61.2123 63.0071 64.9528 65.9016 64.6923 63.2561 62.8587 63.4454 64.1487 64.5898 65.5496 65.3273 64.3297 64.7506 65.1622 64.9996 63.9151 61.8688 60.7572 59.7394 58.6156 56.0444 54.1147 52.6343 49.254 42.4358 31.9162 21.2236 13.0007 7.56985 
7.8237 12.9437 20.0727 28.167 34.9038 39.9717 43.0463 45.0509 47.6939 51.0231 53.6824 55.422 57.0092 59.1333 59.9986 59.9386 60.3896 60.8049 61.1716 62.1556 63.6559 64.3013 65.2591 66.6446 66.1271 65.3724 65.4948 65.7895 66.5113 67.3708 68.376 68.2792 67.1146 67.2886 67.2565 66.6534 65.592 63.653 62.305 61.1145 60.5489 59.3087 57.3982 55.3197 52.4316 46.2131 36.9784 25.7942 16.0226 9.40937 
9.86393 16.0995 23.932 31.9022 38.9715 42.6468 44.627 46.5281 48.6223 51.5054 53.9362 55.026 57.1484 60.3872 61.4369 61.6717 61.7395 62.2582 62.789 64.1037 65.9019 66.398 66.3894 67.8419 68.5078 68.2506 68.6759 69.0883 69.1107 69.6755 70.781 70.4674 69.2159 69.1247 68.8986 69.2156 67.9817 65.1693 63.1982 62.0291 61.9661 60.7636 59.0952 57.5813 54.931 48.8236 40.4023 29.5648 18.9199 11.3392 
12.1141 19.526 27.9623 35.2031 40.7509 43.9966 45.2617 47.1977 50.1161 53.3275 55.2415 56.5207 58.8693 62.2464 63.6237 64.1926 63.7519 64.2728 64.6487 65.4885 67.334 68.5175 68.9278 70.4258 71.5366 71.6947 72.0018 72.0869 71.656 71.73 71.8174 71.1067 70.7975 70.6861 71.1368 71.5921 69.6958 67.0454 65.0803 63.5514 62.4242 61.3859 60.3014 59.2399 56.6039 51.4897 43.9479 33.084 21.8712 13.4223 
14.3365 22.7888 31.4268 37.3653 41.3677 44.0876 45.8494 48.0855 52.0437 55.3012 57.2472 58.9949 61.2958 64.3502 66.4679 66.871 67.003 67.7213 67.4691 67.806 69.4941 71.1115 72.5722 73.6487 74.6641 74.3359 74.2327 74.2547 74.3289 73.7982 73.1105 72.597 72.6329 72.9928 73.3634 74.3484 73.1605 71.0229 68.572 66.3737 64.5986 63.2954 61.1375 59.4606 57.7588 54.3728 47.981 36.7524 25.0402 15.707 
16.2128 25.4626 33.9611 39.2218 43.0099 45.2911 47.014 49.5396 54.0345 56.0693 57.181 59.1821 62.7717 66.7102 68.827 70.4001 71.47 72.7598 72.8759 72.6323 73.227 74.1654 75.1435 76.1289 76.3571 76.1667 76.3251 76.9674 77.2 75.3205 74.4556 75.5744 76.8036 77.8025 78.0847 78.4561 77.5836 76.7376 73.0446 69.5044 66.833 64.7266 62.1665 59.996 58.4016 56.0268 50.3156 40.0421 28.1595 18.1126 
